,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita,inclusive,restricted
0,1000,Chinese world,60.0,9.86890405016664,6.929422393545422,13.25728286878515,4.0,0.06666666666666667,0.11549037322575703,0.16448173416944398,0.2209547144797525,re_chinese_world,1225,1,0
1,1090,Chinese world,103.2,10.091768558443437,7.589268127217405,12.81768729429266,3.0,0.03048780487804878,0.0736619070688593,0.09797846602332011,0.12449492342903165,re_chinese_world,1222,1,0
2,1120,Chinese world,114.2,10.269894451342848,7.866836825952889,12.838896232224013,8.0,0.07005253940455342,0.06888648709240709,0.08992902321666242,0.11242466052735563,re_chinese_world,1181,1,0
3,1400,Chinese world,69.0,52.10747387095847,42.550072199095794,62.3862300186545,26.0,0.37681159420289856,0.6166677130303738,0.7551807807385286,0.9041482611399203,re_chinese_world,1404,1,0
4,1410,Chinese world,73.1,41.63465066881948,33.979610969423206,49.85157518156927,13.0,0.1778385772913817,0.4648373593628346,0.569557464689733,0.6819640927711255,re_chinese_world,1414,1,0
5,1420,Chinese world,77.2,42.77345500233876,34.81216647996553,51.27566659615965,5.0,0.06476683937823834,0.4509347989632841,0.5540602979577559,0.6641925724891147,re_chinese_world,1412,1,0
6,1430,Chinese world,81.3,75.32884425974909,61.11869656081029,90.46737251214138,11.0,0.13530135301353013,0.7517674853728203,0.9265540499354132,1.112759809497434,re_chinese_world,1498,1,0
7,1440,Chinese world,85.4,58.03280215930713,46.98921700515337,69.6456309963521,10.0,0.11709601873536299,0.5502250234795476,0.6795410088911842,0.8155226111985022,re_chinese_world,1458,1,0
8,1450,Chinese world,89.5,52.97620803158748,42.83018878445129,63.74447934530318,3.0,0.0335195530726257,0.47854959535699765,0.5919129389004189,0.7122288195005942,re_chinese_world,1375,1,0
9,1460,Chinese world,93.6,61.1875371021134,49.31746472166381,73.72939057904902,15.0,0.16025641025641027,0.5268959906160664,0.6537130032277073,0.7877071643060793,re_chinese_world,1324,1,0
10,1470,Chinese world,97.69999999999999,48.84029490533754,39.31579800595788,59.06962810568493,10.0,0.1023541453428864,0.40241349033733764,0.49990066433303526,0.6046021300479523,re_chinese_world,1341,1,0
11,1480,Chinese world,101.8,107.35493518667047,86.36026644204065,130.00549799067412,11.0,0.10805500982318271,0.8483326762479436,1.0545671432875292,1.277067760222732,re_chinese_world,1242,1,0
12,1490,Chinese world,105.9,95.38422235320594,76.7560514340526,115.5258542555143,7.0,0.06610009442870632,0.7247974639665022,0.9007008720793762,1.09089569646378,re_chinese_world,1189,1,0
13,1500,Chinese world,110.0,180.41024103628956,145.3117515301165,218.70618699470845,17.0,0.15454545454545454,1.3210159230010592,1.640093100329905,1.9882380635882586,re_chinese_world,1207,1,0
14,1510,Chinese world,117.3,61.565198320133504,49.57544993302701,74.78910896643872,11.0,0.0937766410912191,0.42263810684592507,0.5248525005978986,0.6375883117343455,re_chinese_world,1274,1,0
15,1520,Chinese world,124.6,173.18616611197797,139.46876523924155,210.1394243061852,22.0,0.1765650080256822,1.1193319842635758,1.389937127704478,1.686512233596992,re_chinese_world,1166,1,0
16,1530,Chinese world,131.9,40.23039862431225,32.383449717146604,48.74883920304418,19.0,0.14404852160727824,0.2455151608578211,0.30500681292124526,0.36958937985628637,re_chinese_world,1187,1,0
17,1540,Chinese world,139.2,73.95682525937944,59.60585430342951,89.46954355364424,23.0,0.16522988505747127,0.4282029763177408,0.5312990320357719,0.6427409738049156,re_chinese_world,1193,1,0
18,1550,Chinese world,146.5,75.47393879202252,61.13419512117032,90.86089034513428,18.0,0.12286689419795221,0.4172982602127667,0.5151804695701196,0.6202108555981862,re_chinese_world,1195,1,0
19,1560,Chinese world,153.8,102.6198738419488,83.35060488764066,123.1357974169788,15.0,0.09752925877763328,0.5419415142239314,0.6672293487773003,0.8006228700713836,re_chinese_world,1200,1,0
20,1570,Chinese world,161.1,87.14285112018777,71.13048867364486,104.25048025875914,9.0,0.0558659217877095,0.4415300352181556,0.5409239672264915,0.647116575162999,re_chinese_world,1238,1,0
21,1580,Chinese world,168.4,168.6010145890827,138.03999827704016,201.51590467123688,16.0,0.09501187648456057,0.8197149541391933,1.001193673331845,1.1966502652686275,re_chinese_world,1217,1,0
22,1590,Chinese world,175.7,207.6864522394714,170.2989938143021,247.64574986799784,10.0,0.056915196357427436,0.9692600672413324,1.182051520998699,1.4094806480819457,re_chinese_world,1217,1,0
23,1600,Chinese world,183.0,303.01940189051754,249.01344685660973,361.3029464456504,19.0,0.10382513661202186,1.3607292177956816,1.6558437261776915,1.9743330406866142,re_chinese_world,1217,1,0
24,1610,Chinese world,175.4,214.61695111336,176.2411166030266,255.6618464221584,20.0,0.11402508551881413,1.00479541962957,1.2235858102244013,1.457593195109227,re_chinese_world,1282,1,0
25,1620,Chinese world,167.8,596.9783487426209,491.564328393944,710.6426168217206,32.0,0.1907032181168057,2.9294656042547316,3.5576778828523294,4.235057311214067,re_chinese_world,1262,1,0
26,1661,Chinese world,154.9,432.46966750101774,353.91300499024027,515.9162055620725,87.8,0.5686598677396224,2.2927906713951507,2.8017108824297385,3.34231577400849,re_chinese_world,1330,1,0
27,1685,Chinese world,176.5,159.58298028104178,130.40032176721317,190.50687259672017,47.0,0.2693530772195811,0.7361805829684764,0.9009070386727416,1.0754862072538873,re_chinese_world,1280,1,0
28,1690,Chinese world,181.0,186.10700064639323,151.92985130910589,222.1571857285176,27.0,0.14917127071823205,0.8393914436967176,1.028215473184493,1.2273877664558983,re_chinese_world,1413,1,0
29,1700,Chinese world,190.0,250.4514111445268,204.0678558809745,299.2925865035977,54.0,0.28421052631578947,1.074041346741971,1.318165321813299,1.5752241394926194,re_chinese_world,1543,1,0
30,1710,Chinese world,202.0,73.66445941407872,59.96938954919914,88.30736711902685,21.0,0.10396039603960396,0.2968781660851443,0.3646755416538551,0.43716518375755864,re_chinese_world,1406,1,0
31,1720,Chinese world,214.0,286.28187273022326,233.31278036943888,342.74923182843463,25.0,0.11682242990654206,1.0902466372403685,1.337765760421604,1.6016319244319375,re_chinese_world,1312,1,0
32,1724,Chinese world,218.8,261.43011686801907,213.17355317225304,313.2629898802146,27.4,0.12496071458109337,0.9779793316831136,1.199389514792277,1.4371448660890467,re_chinese_world,1170,1,0
33,1730,Chinese world,226.0,224.15248307471285,182.96471237647427,269.0336269578846,31.0,0.13716814159292035,0.8095783733472313,0.9918251463482869,1.1904142785747107,re_chinese_world,1234,1,0
34,1740,Chinese world,238.0,569.0185705248441,464.7710235507715,681.8525112358459,27.0,0.1134453781512605,1.9528194266839138,2.39083432993632,2.864926517797672,re_chinese_world,1158,1,0
35,1750,Chinese world,250.0,410.02347651287295,335.7633305009818,490.1233679734604,21.0,0.084,1.3430533220039271,1.6400939060514919,1.9604934718938416,re_chinese_world,1061,1,0
36,1760,Chinese world,265.0,509.2976384124439,416.61288405000056,609.7938810611113,41.0,0.15471698113207547,1.5721240907547192,1.9218778808016752,2.301108985136269,re_chinese_world,1022,1,0
37,1766,Chinese world,274.0,529.9727118438072,433.60026542715167,633.0299507298671,40.4,0.1476010781671159,1.5822607498988572,1.9339427826022046,2.3101307308595884,re_chinese_world,991,1,0
38,1770,Chinese world,280.0,543.7560941313828,444.9251863452524,648.520663842371,40.0,0.14285714285714285,1.5890185226616158,1.9419860504692243,2.3161452280084682,re_chinese_world,998,1,0
39,1780,Chinese world,295.0,469.0571795914517,383.2930659248468,561.7050975058821,50.0,0.1694915254237288,1.2992985285588028,1.5900243375981413,1.9040850762911259,re_chinese_world,981,1,0
40,1790,Chinese world,310.0,328.1192889698459,266.4960370184119,394.6768291154556,39.0,0.12580645161290321,0.8596646355432642,1.0584493192575675,1.27315106166276,re_chinese_world,955,1,0
