,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
340,1290,United Kingdom,4.105,61.59882770071855,39.9895802668316,86.45444661984826,2,0.48721071863580995,9.741676069873714,15.00580455559526,21.060766533458768,re_united_kingdom,1004
341,1300,United Kingdom,4.25,326.51389760744047,214.0098253125289,455.88073687588826,3,0.7058823529411765,50.35525301471268,76.82679943704481,107.26605573550312,re_united_kingdom,1159
342,1310,United Kingdom,4.115,46.99415090638297,31.189971724768448,65.40438252806366,2,0.48602673147023084,7.5795800060190635,11.420206781624051,15.894139131971729,re_united_kingdom,1213
343,1320,United Kingdom,3.98,78.75093355924542,52.83159861198484,108.89146486511412,4,1.0050251256281406,13.274271008036392,19.7866667234285,27.359664538973398,re_united_kingdom,1266
344,1330,United Kingdom,3.845,63.22454984242289,43.03863801548507,86.69423705160224,2,0.5201560468140441,11.193403905197677,16.443315953816096,22.54726581316053,re_united_kingdom,1161
345,1340,United Kingdom,3.71,95.00540076949709,65.58920040365898,129.15117345057504,21,5.660377358490566,17.679029758398645,25.6079247357135,34.811637048672516,re_united_kingdom,1194
346,1350,United Kingdom,3.575,205.8718771908894,144.20041797932396,278.34738618735696,2,0.5594405594405594,40.33578125295775,57.586539074374656,77.85940872373621,re_united_kingdom,1314
347,1360,United Kingdom,3.44,63.25704182572961,44.9074796793288,84.9548506084387,10,2.9069767441860463,13.05449990678163,18.388674949340004,24.69617750245311,re_united_kingdom,1581
348,1370,United Kingdom,3.305,63.0804179645527,45.49872435375581,83.94078469190474,3,0.9077155824508321,13.766633692513103,19.086359444645293,25.398119422664063,re_united_kingdom,1539
349,1380,United Kingdom,3.17,47.11748084280906,34.41688867548624,62.08308174484706,16,5.047318611987381,10.857062673654966,14.863558625491818,19.58456837376879,re_united_kingdom,1462
350,1390,United Kingdom,3.035,78.11699751293021,57.72035278453771,101.69378927888,3,0.9884678747940692,19.018238149765306,25.738714172299904,33.507014589416805,re_united_kingdom,1554
351,1400,United Kingdom,2.9,217.34633895712165,162.9958175617911,279.7324270684809,7,2.413793103448276,56.20545433165211,74.94701343349023,96.459457609821,re_united_kingdom,1717
352,1410,United Kingdom,3.035,92.4700873465647,70.14550091680411,117.84207838788473,2,0.6589785831960461,23.112191405866263,30.467903573826916,38.82770292846284,re_united_kingdom,1708
353,1420,United Kingdom,3.17,45.85790607921636,35.17622603470495,57.91333075791744,7,2.2082018927444795,11.096601272777589,14.466216428774878,18.269189513538628,re_united_kingdom,1778
354,1430,United Kingdom,3.305,136.343110128506,105.95311589593344,170.8437863908564,2,0.605143721633888,32.05843143598591,41.253588541151586,51.69252235729392,re_united_kingdom,1669
355,1440,United Kingdom,3.44,105.02099309989993,82.41722596679362,129.7845372828949,21,6.104651162790698,23.95849592057954,30.529358459273233,37.728063163632235,re_united_kingdom,1623
356,1450,United Kingdom,3.575,193.0326989200858,152.8716336440276,237.433616549165,4,1.1188811188811187,42.761296124203525,53.99516053708694,66.41499763613007,re_united_kingdom,1683
357,1460,United Kingdom,3.71,117.50033320634915,94.049334012776,143.35042754598572,12,3.234501347708895,25.350224801287332,31.671248842681713,38.63892925767809,re_united_kingdom,1598
358,1470,United Kingdom,3.845,101.64567531890376,82.04824833252,123.07197060894822,2,0.5201560468140441,21.3389462503303,26.435806324812418,32.00831485278237,re_united_kingdom,1597
359,1480,United Kingdom,3.98,272.6419959209974,222.0277205941764,327.86813270513665,17,4.271356783919598,55.785859445772964,68.50301405050185,82.37892781536097,re_united_kingdom,1718
360,1490,United Kingdom,4.115,240.9727731160316,197.63083162603303,288.5672588003399,4,0.9720534629404617,48.02693356647218,58.559604645451174,70.12570080202671,re_united_kingdom,1620
361,1500,United Kingdom,4.25,797.8655618482708,658.8845190702492,949.8307500068776,16,3.764705882352941,155.031651545941,187.73307337606371,223.48958823691237,re_united_kingdom,1697
362,1510,United Kingdom,4.32,414.5642748936368,344.8976503528225,489.4916038019933,9,2.083333333333333,79.83741906315335,95.96395252167518,113.30824162083177,re_united_kingdom,1768
363,1520,United Kingdom,4.390000000000001,736.5137574303563,617.0182728910953,865.2258730065782,31,7.061503416856491,140.5508594284955,167.77078756955723,197.090176083503,re_united_kingdom,1755
364,1530,United Kingdom,4.46,551.8107341293618,465.7822053847483,643.5928749342382,20,4.484304932735426,104.4354720593606,123.72437984963268,144.30333518704893,re_united_kingdom,1755
365,1540,United Kingdom,4.53,1048.944356204609,891.7899241707247,1217.8816651291793,64,14.1280353200883,196.86311791848226,231.55504551978123,268.84804969739054,re_united_kingdom,1713
