,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,country_code_maddison,gdp_per_capita
277,1819,Nordic countries,4.1257,4521.859378224254,4126.735527815212,4927.619055081463,393.6,95.24005018900813,998.755516131341,1094.4216047048776,1192.6715626001073,re_nordic_countries,SWE,1395
278,1820,Nordic countries,4.156,4649.064903159792,4244.858300013796,5063.637547989667,406.0,97.69008662175169,1021.3807266635698,1118.6392933493246,1218.3920952814406,re_nordic_countries,SWE,1415
279,1821,Nordic countries,4.186299999999999,4639.067227895606,4237.731558677223,5050.327181115705,404.1,96.60015398559132,1012.8419113788693,1108.7957307001498,1207.1277653058878,re_nordic_countries,SWE,1457
280,1822,Nordic countries,4.2166,4629.06955263142,4230.604817340649,5037.016814241743,402.2,95.51022134943095,1004.3030960941688,1098.952168050975,1195.863435330335,re_nordic_countries,SWE,1465
281,1823,Nordic countries,4.2469,4619.071877367234,4223.478076004076,5023.706447367781,400.3,94.4202887132706,995.7642808094683,1089.1086054018,1184.5991053547823,re_nordic_countries,SWE,1449
282,1824,Nordic countries,4.2772,4609.074202103048,4216.351334667503,5010.396080493819,398.4,93.33035607711022,987.2254655247679,1079.2650427526253,1173.3347753792295,re_nordic_countries,SWE,1487
283,1825,Nordic countries,4.307499999999999,4599.076526838862,4209.22459333093,4997.085713619857,396.5,92.24042344094985,978.6866502400674,1069.4214801034504,1162.0704454036768,re_nordic_countries,SWE,1527
284,1826,Nordic countries,4.3378,4589.078851574675,4202.097851994356,4983.775346745895,394.6,91.15049080478948,970.1478349553668,1059.5779174542754,1150.8061154281243,re_nordic_countries,SWE,1532
285,1827,Nordic countries,4.3681,4579.081176310489,4194.971110657782,4970.464979871933,392.7,90.06055816862911,961.6090196706663,1049.7343548051006,1139.5417854525715,re_nordic_countries,SWE,1458
286,1828,Nordic countries,4.3984,4569.083501046303,4187.844369321209,4957.154612997971,390.8,88.97062553246876,953.0702043859658,1039.8907921559257,1128.2774554770187,re_nordic_countries,SWE,1486
287,1829,Nordic countries,4.428699999999999,4559.085825782117,4180.717627984635,4943.844246124009,388.9,87.88069289630839,944.5313891012653,1030.047229506751,1117.013125501466,re_nordic_countries,SWE,1506
288,1830,Nordic countries,4.459,4549.088150517931,4173.590886648062,4930.533879250047,387.0,86.79076026014802,935.9925738165648,1020.2036668575761,1105.7487955259132,re_nordic_countries,SWE,1468
289,1831,Nordic countries,4.4893,4771.788618259432,4380.653129453842,5169.43786062229,408.7,90.79543055920672,973.5191735265896,1060.4784036563406,1148.881889366276,re_nordic_countries,SWE,1497
290,1832,Nordic countries,4.5196,4994.489086000933,4587.715372259622,5408.341841994533,430.4,94.80010085826541,1011.0457732366144,1100.7531404551048,1192.0149832066388,re_nordic_countries,SWE,1457
291,1833,Nordic countries,4.549899999999999,5217.189553742433,4794.777615065403,5647.245823366775,452.1,98.80477115732411,1048.5723729466392,1141.0278772538693,1235.1480770470016,re_nordic_countries,SWE,1503
292,1834,Nordic countries,4.5802,5439.890021483934,5001.839857871182,5886.149804739018,473.8,102.80944145638281,1086.098972656664,1181.3026140526335,1278.2811708873644,re_nordic_countries,SWE,1522
293,1835,Nordic countries,4.6105,5662.590489225435,5208.902100676962,6125.053786111261,495.5,106.8141117554415,1123.6255723666889,1221.577350851398,1321.4142647277272,re_nordic_countries,SWE,1517
294,1836,Nordic countries,4.6408,5885.2909569669355,5415.964343482742,6363.957767483504,517.2,110.8187820545002,1161.1521720767137,1261.8520876501625,1364.54735856809,re_nordic_countries,SWE,1565
295,1837,Nordic countries,4.671099999999999,6107.991424708435,5623.026586288523,6602.861748855747,538.9,114.8234523535589,1198.6787717867385,1302.1268244489268,1407.6804524084528,re_nordic_countries,SWE,1554
296,1838,Nordic countries,4.7014,6330.691892449936,5830.088829094302,6841.7657302279895,560.6,118.8281226526176,1236.2053714967633,1342.4015612476912,1450.8135462488156,re_nordic_countries,SWE,1529
297,1839,Nordic countries,4.7317,6553.392360191437,6037.151071900082,7080.669711600232,582.3,122.8327929516763,1273.731971206788,1382.6762980464555,1493.9466400891783,re_nordic_countries,SWE,1546
298,1840,Nordic countries,4.762,6776.092827932937,6244.213314705862,7319.573692972474,604.0,126.837463250735,1311.258570916813,1422.95103484522,1537.0797339295411,re_nordic_countries,SWE,1568
299,1841,Nordic countries,4.7923,6803.861666746425,6271.792646273057,7348.88412070166,610.0,127.26329244392409,1308.8593995186718,1419.921108380793,1533.6714243127833,re_nordic_countries,SWE,1549
300,1842,Nordic countries,4.8225999999999996,6831.630505559912,6299.371977840251,7378.194548430847,616.0,127.68912163711317,1306.4602281205305,1416.891181916366,1530.2631146960252,re_nordic_countries,SWE,1476
301,1843,Nordic countries,4.8529,6859.3993443734,6326.9513094074455,7407.504976160033,622.0,128.11495083030226,1304.0610567223894,1413.861255451939,1526.8548050792674,re_nordic_countries,SWE,1508
302,1844,Nordic countries,4.8831999999999995,6887.168183186887,6354.53064097464,7436.81540388922,628.0,128.54078002349135,1301.661885324248,1410.831328987512,1523.4464954625093,re_nordic_countries,SWE,1573
303,1845,Nordic countries,4.9135,6914.937022000375,6382.1099725418335,7466.125831618406,634.0,128.9666092166804,1299.262713926107,1407.801402523085,1520.0381858457515,re_nordic_countries,SWE,1610
304,1846,Nordic countries,4.9438,6942.705860813863,6409.689304109028,7495.436259347592,640.0,129.3924384098695,1296.8635425279658,1404.771476058658,1516.6298762289937,re_nordic_countries,SWE,1554
305,1847,Nordic countries,4.9741,6970.474699627351,6437.268635676222,7524.7466870767785,646.0,129.8182676030586,1294.4643711298245,1401.741549594231,1513.2215666122356,re_nordic_countries,SWE,1594
306,1848,Nordic countries,5.0044,6998.243538440838,6464.847967243417,7554.057114805964,652.0,130.24409679624767,1292.0651997316834,1398.7116231298041,1509.8132569954778,re_nordic_countries,SWE,1612
307,1849,Nordic countries,5.0347,7026.012377254326,6492.427298810611,7583.367542535151,658.0,130.66992598943676,1289.666028333542,1395.681696665377,1506.4049473787197,re_nordic_countries,SWE,1672
308,1850,Nordic countries,5.065,7053.781216067813,6520.006630377806,7612.677970264337,664.0,131.09575518262585,1287.266856935401,1392.65177020095,1502.996637761962,re_nordic_countries,SWE,1715
309,1851,Nordic countries,5.1153,7336.418206110289,6774.701184666815,7922.599593672277,687.1,134.06017391723682,1321.3805479169307,1430.8318359339544,1545.0801313913644,re_nordic_countries,SWE,1682
310,1852,Nordic countries,5.1656,7619.055196152765,7029.395738955823,8232.521217080217,710.2,137.0245926518478,1355.4942388984605,1469.0119016669587,1587.1636250207669,re_nordic_countries,SWE,1645
311,1853,Nordic countries,5.2159,7901.692186195241,7284.090293244832,8542.442840488156,733.3,139.9890113864588,1389.6079298799903,1507.1919673999632,1629.2471186501693,re_nordic_countries,SWE,1667
312,1854,Nordic countries,5.2662,8184.329176237717,7538.78484753384,8852.364463896096,756.4,142.95343012106977,1423.72162086152,1545.3720331329675,1671.3306122795718,re_nordic_countries,SWE,1685
313,1855,Nordic countries,5.3165,8466.966166280192,7793.479401822849,9162.286087304035,779.5,145.91784885568075,1457.83531184305,1583.5520988659719,1713.4141059089743,re_nordic_countries,SWE,1788
314,1856,Nordic countries,5.3668,8749.603156322668,8048.1739561118575,9472.207710711975,802.6,148.88226759029172,1491.9490028245796,1621.7321645989762,1755.4975995383768,re_nordic_countries,SWE,1771
315,1857,Nordic countries,5.4171,9032.240146365144,8302.868510400865,9782.129334119914,825.7,151.8466863249027,1526.0626938061096,1659.9122303319805,1797.5810931677793,re_nordic_countries,SWE,1819
316,1858,Nordic countries,5.4674,9314.87713640762,8557.563064689873,10092.050957527854,848.8,154.8111050595137,1560.1763847876393,1698.092296064985,1839.6645867971818,re_nordic_countries,SWE,1841
317,1859,Nordic countries,5.5177,9597.514126450096,8812.257618978883,10401.972580935793,871.9,157.77552379412467,1594.290075769169,1736.2723617979893,1881.7480804265842,re_nordic_countries,SWE,1906
318,1860,Nordic countries,5.568,9880.151116492572,9066.952173267891,10711.894204343733,895.0,160.73994252873564,1628.4037667506989,1774.4524275309936,1923.8315740559867,re_nordic_countries,SWE,1941
319,1861,Nordic countries,5.6183,9838.971626791448,9020.155265683568,10680.138684857544,893.6,159.1775608602798,1607.2036980549515,1752.9675903038592,1902.661380074566,re_nordic_countries,SWE,1865
320,1862,Nordic countries,5.6686,9797.792137090322,8973.358358099245,10648.383165371355,892.2,157.61517919182396,1586.0036293592038,1731.4827530767245,1881.4911860931452,re_nordic_countries,SWE,1808
321,1863,Nordic countries,5.7189,9756.612647389196,8926.561450514922,10616.627645885166,890.8,156.05279752336813,1564.8035606634564,1709.9979158495898,1860.3209921117245,re_nordic_countries,SWE,1886
322,1864,Nordic countries,5.7692,9715.433157688072,8879.7645429306,10584.872126398977,889.4,154.49041585491227,1543.603491967709,1688.5130786224554,1839.1507981303039,re_nordic_countries,SWE,1919
323,1865,Nordic countries,5.8195,9674.253667986948,8832.967635346278,10553.116606912787,888.0,152.92803418645644,1522.4034232719614,1667.028241395321,1817.9806041488832,re_nordic_countries,SWE,1953
324,1866,Nordic countries,5.8698,9633.074178285822,8786.170727761955,10521.361087426598,886.6,151.36565251800062,1501.203354576214,1645.5434041681863,1796.8104101674624,re_nordic_countries,SWE,1921
325,1867,Nordic countries,5.9201,9591.894688584696,8739.373820177632,10489.605567940409,885.2,149.80327084954476,1480.0032858804666,1624.0585669410516,1775.6402161860417,re_nordic_countries,SWE,1949
326,1868,Nordic countries,5.9704,9550.715198883572,8692.57691259331,10457.85004845422,883.8,148.24088918108893,1458.8032171847192,1602.5737297139171,1754.470022204621,re_nordic_countries,SWE,1774
327,1869,Nordic countries,6.0207,9509.535709182448,8645.780005008986,10426.094528968031,882.4,146.67850751263308,1437.6031484889716,1581.0888924867827,1733.2998282232002,re_nordic_countries,SWE,1902
328,1870,Nordic countries,6.071,9468.356219481322,8598.983097424663,10394.339009481842,881.0,145.11612584417725,1416.4030797932242,1559.604055259648,1712.1296342417795,re_nordic_countries,SWE,2144
329,1871,Nordic countries,6.1213,9909.62604488942,8974.660044972252,10904.371608813724,928.0,151.1551673516366,1462.7115484019844,1614.7944631435143,1776.6128223661362,re_nordic_countries,SWE,2219
330,1872,Nordic countries,6.1716,10350.89587029752,9350.33699251984,11414.404208145606,975.0,157.194208859096,1509.0200170107444,1669.984871027381,1841.096010490493,re_nordic_countries,SWE,2259
331,1873,Nordic countries,6.2219,10792.165695705618,9726.013940067429,11924.43680747749,1022.0,163.23325036655535,1555.3284856195046,1725.1752789112475,1905.5791986148497,re_nordic_countries,SWE,2284
332,1874,Nordic countries,6.2722,11233.435521113715,10101.690887615017,12434.469406809372,1069.0,169.2722918740147,1601.6369542282648,1780.3656867951138,1970.0623867392062,re_nordic_countries,SWE,2370
333,1875,Nordic countries,6.3225,11674.705346521814,10477.367835162606,12944.502006141254,1116.0,175.31133338147407,1647.945422837025,1835.5560946789801,2034.545574863563,re_nordic_countries,SWE,2286
334,1876,Nordic countries,6.3728,12115.975171929913,10853.044782710194,13454.534605473136,1163.0,181.35037488893346,1694.253891445785,1890.7465025628467,2099.0287629879194,re_nordic_countries,SWE,2431
335,1877,Nordic countries,6.4231,12557.244997338012,11228.721730257783,13964.567204805018,1210.0,187.38941639639282,1740.5623600545453,1945.9369104467132,2163.511951112276,re_nordic_countries,SWE,2377
336,1878,Nordic countries,6.4734,12998.51482274611,11604.398677805371,14474.599804136902,1257.0,193.42845790385218,1786.8708286633055,2001.1273183305796,2227.995139236633,re_nordic_countries,SWE,2291
337,1879,Nordic countries,6.5237,13439.784648154207,11980.07562535296,14984.632403468782,1304.0,199.46749941131156,1833.1792972720655,2056.317726214446,2292.4783273609896,re_nordic_countries,SWE,2416
338,1880,Nordic countries,6.574,13881.054473562306,12355.752572900548,15494.665002800666,1351.0,205.50654091877092,1879.4877658808257,2111.5081340983124,2356.9615154853464,re_nordic_countries,SWE,2359
339,1810,United Kingdom,12.8,4198.166717023654,3961.435585745141,4452.284603576639,656.0,51.25,309.48715513633914,327.981774767473,347.8347346544249,re_united_kingdom,GBR,3478
340,1811,United Kingdom,13.005,4395.128919903699,4149.170140691029,4657.955128633756,685.5,52.5290404040404,317.85683110556056,336.71752823903614,356.88284269839534,re_united_kingdom,GBR,3397
341,1812,United Kingdom,13.21,4592.091122783744,4336.904695636917,4863.625653690874,715.0,53.80808080808081,326.22650707478203,345.4532817105993,365.9309507423657,re_united_kingdom,GBR,3207
342,1813,United Kingdom,13.415000000000001,4789.053325663789,4524.639250582804,5069.296178747993,744.5,55.08712121212121,334.59618304400345,354.1890351821625,374.97905878633617,re_united_kingdom,GBR,3328
343,1814,United Kingdom,13.620000000000001,4986.015528543834,4712.373805528692,5274.96670380511,774.0,56.36616161616162,342.9658590132249,362.92478865372567,384.02716683030656,re_united_kingdom,GBR,3204
344,1815,United Kingdom,13.825,5182.977731423879,4900.10836047458,5480.637228862228,803.5,57.64520202020202,351.33553498244635,371.6605421252888,393.075274874277,re_united_kingdom,GBR,3489
345,1816,United Kingdom,14.030000000000001,5379.939934303924,5087.842915420468,5686.3077539193455,833.0,58.92424242424242,359.70521095166777,380.396295596852,402.12338291824744,re_united_kingdom,GBR,3250
346,1817,United Kingdom,14.235,5576.902137183969,5275.577470366356,5891.978278976463,862.5,60.20328282828283,368.0748869208892,389.13204906841514,411.17149096221783,re_united_kingdom,GBR,3253
347,1818,United Kingdom,14.44,5773.864340064014,5463.312025312243,6097.648804033581,892.0,61.48232323232323,376.44456289011066,397.86780253997836,420.2195990061883,re_united_kingdom,GBR,3201
348,1819,United Kingdom,14.645,5970.826542944059,5651.046580258131,6303.319329090699,921.5,62.76136363636364,384.8142388593321,406.6035560115415,429.26770705015866,re_united_kingdom,GBR,3103
349,1820,United Kingdom,14.85,6167.788745824104,5838.781135204019,6508.989854147817,951.0,64.04040404040404,393.1839148285535,415.33930948310467,438.3158150941291,re_united_kingdom,GBR,3306
350,1821,United Kingdom,15.055,6156.161973791123,5830.074145880053,6493.931697683433,949.3,63.162990855298546,387.8993176768482,409.6131952536954,432.10795127408886,re_united_kingdom,GBR,3308
351,1822,United Kingdom,15.26,6144.535201758142,5821.367156556088,6478.873541219049,947.6,62.28557767019306,382.61472052514296,403.88708102428603,425.9000874540486,re_united_kingdom,GBR,3315
352,1823,United Kingdom,15.465,6132.908429725161,5812.660167232122,6463.8153847546655,945.9,61.40816448508757,377.3301233734377,398.16096679487674,419.6922236340083,re_united_kingdom,GBR,3359
353,1824,United Kingdom,15.67,6121.28165769218,5803.953177908156,6448.757228290281,944.2,60.53075129998207,372.0455262217324,392.4348525654674,413.48435981396807,re_united_kingdom,GBR,3492
354,1825,United Kingdom,15.875,6109.654885659199,5795.246188584191,6433.699071825898,942.5,59.653338114876576,366.76092907002715,386.7087383360581,407.2764959939278,re_united_kingdom,GBR,3521
355,1826,United Kingdom,16.08,6098.028113626218,5786.539199260225,6418.640915361514,940.8,58.77592492977109,361.4763319183219,380.9826241066488,401.0686321738876,re_united_kingdom,GBR,3290
356,1827,United Kingdom,16.285,6086.401341593237,5777.8322099362595,6403.58275889713,939.1,57.8985117446656,356.1917347666166,375.25650987723947,394.86076835384733,re_united_kingdom,GBR,3499
357,1828,United Kingdom,16.49,6074.774569560256,5769.125220612294,6388.524602432746,937.4,57.0210985595601,350.90713761491133,369.5303956478302,388.65290453380703,re_united_kingdom,GBR,3461
358,1829,United Kingdom,16.695,6063.147797527275,5760.418231288329,6373.466445968362,935.7,56.143685374454606,345.62254046320606,363.8042814184208,382.4450407137668,re_united_kingdom,GBR,3443
359,1830,United Kingdom,16.9,6051.521025494294,5751.711241964363,6358.408289503978,934.0,55.26627218934912,340.3379433115008,358.07816718901154,376.23717689372654,re_united_kingdom,GBR,3550
360,1831,United Kingdom,17.104999999999997,6406.989171267278,6092.769586057385,6729.380720976704,991.1,57.68159747701051,354.6539889956256,372.96271185915595,391.74344656177465,re_united_kingdom,GBR,3545
361,1832,United Kingdom,17.31,6762.457317040263,6433.827930150406,7100.35315244943,1048.2,60.0969227646719,368.9700346797503,387.8472565293004,407.24971622982275,re_united_kingdom,GBR,3612
362,1833,United Kingdom,17.515,7117.925462813247,6774.8862742434285,7471.325583922156,1105.3,62.5122480523333,383.2860803638751,402.7318011994448,422.7559858978709,re_united_kingdom,GBR,3599
363,1834,United Kingdom,17.72,7473.3936085862315,7115.944618336451,7842.298015394881,1162.4,64.9275733399947,397.60212604799983,417.6163458695892,438.262255565919,re_united_kingdom,GBR,3639
364,1835,United Kingdom,17.924999999999997,7828.861754359215,7457.002962429473,8213.270446867607,1219.5,67.34289862765608,411.9181717321246,432.50089053973363,453.7685252339671,re_united_kingdom,GBR,3861
365,1836,United Kingdom,18.13,8184.329900132199,7798.061306522494,8584.242878340334,1276.6,69.75822391531747,426.2342174162494,447.3854352098781,469.27479490201523,re_united_kingdom,GBR,3937
366,1837,United Kingdom,18.335,8539.798045905183,8139.119650615517,8955.215309813058,1333.7,72.17354920297888,440.55026310037414,462.2699798800225,484.78106457006334,re_united_kingdom,GBR,3857
367,1838,United Kingdom,18.54,8895.266191678169,8480.177994708538,9326.187741285785,1390.8,74.58887449064026,454.8663087844989,477.1545245501669,500.2873342381115,re_united_kingdom,GBR,3963
368,1839,United Kingdom,18.744999999999997,9250.734337451153,8821.23633880156,9697.160172758511,1447.9,77.00419977830165,469.18235446862366,492.0390692203114,515.7936039061595,re_united_kingdom,GBR,3881
369,1840,United Kingdom,18.95,9606.202483224137,9162.294682894582,10068.132604231236,1505.0,79.41952506596306,483.49840015274845,506.9236138904558,531.2998735742077,re_united_kingdom,GBR,4018
370,1841,United Kingdom,19.155,9594.48544380363,9151.390690679254,10055.388360325813,1500.7,78.43947732127151,478.25929709338453,501.41711959197715,525.5065060509631,re_united_kingdom,GBR,3894
371,1842,United Kingdom,19.36,9582.768404383121,9140.486698463925,10042.644116420388,1496.4,77.45942957657996,473.0201940340206,495.9106252934985,519.7131385277186,re_united_kingdom,GBR,3808
372,1843,United Kingdom,19.564999999999998,9571.051364962614,9129.582706248597,10029.899872514965,1492.1,76.47938183188843,467.78109097465676,490.4041309950199,513.919771004474,re_united_kingdom,GBR,3950
373,1844,United Kingdom,19.77,9559.334325542106,9118.678714033269,10017.155628609542,1487.8,75.49933408719689,462.54198791529285,484.89763669654127,508.1264034812294,re_united_kingdom,GBR,4245
374,1845,United Kingdom,19.975,9547.617286121598,9107.77472181794,10004.411384704119,1483.5,74.51928634250534,457.30288485592894,479.39114239806264,502.3330359579848,re_united_kingdom,GBR,4387
375,1846,United Kingdom,20.18,9535.90024670109,9096.870729602611,9991.667140798694,1479.2,73.53923859781379,452.063781796565,473.884648099584,496.53966843474024,re_united_kingdom,GBR,4334
376,1847,United Kingdom,20.384999999999998,9524.183207280583,9085.966737387284,9978.922896893271,1474.9,72.55919085312225,446.8246787372011,468.3781538011054,490.74630091149567,re_united_kingdom,GBR,4234
377,1848,United Kingdom,20.59,9512.466167860075,9075.062745171956,9966.178652987848,1470.6,71.57914310843071,441.58557567783726,462.87165950262676,484.95293338825104,re_united_kingdom,GBR,4361
378,1849,United Kingdom,20.795,9500.749128439567,9064.158752956626,9953.434409082423,1466.3,70.59909536373917,436.34647261847334,457.3651652041481,479.15956586500647,re_united_kingdom,GBR,4422
379,1850,United Kingdom,21.0,9489.03208901906,9053.254760741298,9940.690165177,1462.0,69.61904761904762,431.10736955910943,451.8586709056695,473.3661983417619,re_united_kingdom,GBR,4332
380,1851,United Kingdom,21.33,9721.379355568031,9269.942135876283,10187.859929012111,1499.5,70.21681363903586,434.17000096571354,455.2839344920934,477.1093637072899,re_united_kingdom,GBR,4477
381,1852,United Kingdom,21.66,9953.726622117003,9486.62951101127,10435.029692847223,1537.0,70.8145796590241,437.2326323723176,458.7091980785173,480.85252907281784,re_united_kingdom,GBR,4626
382,1853,United Kingdom,21.990000000000002,10186.073888665975,9703.316886146255,10682.199456682334,1574.5,71.41234567901235,440.2952637789217,462.13446166494117,484.59569443834584,re_united_kingdom,GBR,4734
383,1854,United Kingdom,22.32,10418.421155214946,9920.004261281241,10929.369220517447,1612.0,72.01011169900059,443.3578951855258,465.5597252513651,488.33885980387385,re_united_kingdom,GBR,4909
384,1855,United Kingdom,22.65,10650.768421763918,10136.691636416226,11176.538984352557,1649.5,72.60787771898883,446.42052659212993,468.984988837789,492.08202516940185,re_united_kingdom,GBR,4748
385,1856,United Kingdom,22.98,10883.11568831289,10353.379011551213,11423.70874818767,1687.0,73.20564373897707,449.483157998734,472.4102524242129,495.8251905349298,re_united_kingdom,GBR,5013
386,1857,United Kingdom,23.310000000000002,11115.462954861861,10570.066386686198,11670.87851202278,1724.5,73.80340975896532,452.5457894053381,475.8355160106368,499.5683559004578,re_united_kingdom,GBR,5019
387,1858,United Kingdom,23.64,11347.810221410833,10786.753761821183,11918.048275857891,1762.0,74.40117577895356,455.6084208119422,479.26077959706066,503.3115212659858,re_united_kingdom,GBR,4879
388,1859,United Kingdom,23.97,11580.157487959805,11003.44113695617,12165.218039693003,1799.5,74.9989417989418,458.67105221854627,482.68604318348457,507.05468663151373,re_united_kingdom,GBR,5031
389,1860,United Kingdom,24.3,11812.504754508776,11220.128512091154,12412.387803528114,1837.0,75.59670781893004,461.7336836251504,486.1113067699085,510.79785199704173,re_united_kingdom,GBR,5086
390,1861,United Kingdom,24.630000000000003,11578.415592094378,10989.377367853907,12174.111174494461,1800.1,73.35587761674718,447.8524060949494,471.8176149710509,496.05727517846645,re_united_kingdom,GBR,5024
391,1862,United Kingdom,24.96,11344.326429679977,10758.626223616662,11935.834545460806,1763.2,71.11504741456432,433.9711285647485,457.52392317219335,481.3166983598912,re_united_kingdom,GBR,4764
392,1863,United Kingdom,25.29,11110.237267265578,10527.875079379415,11697.557916427153,1726.3,68.87421721238147,420.08985103454756,443.23023137333576,466.5761215413159,re_united_kingdom,GBR,5165
393,1864,United Kingdom,25.62,10876.14810485118,10297.123935142168,11459.2812873935,1689.4,66.6333870101986,406.2085735043466,428.93653957447816,451.8355447227406,re_united_kingdom,GBR,5255
394,1865,United Kingdom,25.950000000000003,10642.058942436779,10066.372790904923,11221.004658359845,1652.5,64.39255680801574,392.3272959741456,414.64284777562057,437.0949679041654,re_united_kingdom,GBR,5333
395,1866,United Kingdom,26.28,10407.96978002238,9835.621646667676,10982.728029326192,1615.6,62.151726605832884,378.4460184439447,400.34915597676303,422.3543910855901,re_united_kingdom,GBR,5451
396,1867,United Kingdom,26.61,10173.880617607982,9604.870502430429,10744.451400292539,1578.7,59.91089640365003,364.5647409137438,386.05546417790544,407.61381426701485,re_united_kingdom,GBR,5424
397,1868,United Kingdom,26.94,9939.791455193583,9374.119358193182,10506.174771258886,1541.8,57.670066201467165,350.6834633835428,371.7617723790479,392.87323744843957,re_united_kingdom,GBR,5636
398,1869,United Kingdom,27.270000000000003,9705.702292779182,9143.368213955937,10267.898142225231,1504.9,55.4292359992843,336.8021858533418,357.4680805801903,378.1326606298643,re_united_kingdom,GBR,5635
399,1870,United Kingdom,27.6,9471.613130364784,8912.61706971869,10029.621513191578,1468.0,53.188405797101446,322.9209083231409,343.1743887813327,363.392083811289,re_united_kingdom,GBR,5829
400,1871,United Kingdom,27.93,9886.314199795599,9285.233010000236,10488.922768222239,1534.5,54.772477838750525,331.531006722329,352.9301661642769,374.3753157651057,re_united_kingdom,GBR,5797
401,1872,United Kingdom,28.26,10301.015269226415,9657.848950281785,10948.2240232529,1601.0,56.356549880399605,340.141105121517,362.68594354722114,385.3585477189224,re_united_kingdom,GBR,5769
402,1873,United Kingdom,28.59,10715.71633865723,10030.464890563333,11407.525278283561,1667.5,57.940621922048685,348.7512035207051,372.44172093016533,396.3417796727391,re_united_kingdom,GBR,5842
403,1874,United Kingdom,28.92,11130.417408088046,10403.08083084488,11866.826533314223,1734.0,59.524693963697764,357.36130191989315,382.1974983131096,407.3250116265558,re_united_kingdom,GBR,5874
404,1875,United Kingdom,29.25,11545.118477518863,10775.696771126426,12326.127788344884,1800.5,61.10876600534684,365.9714003190812,391.95327569605377,418.3082435803725,re_united_kingdom,GBR,5950
405,1876,United Kingdom,29.58,11959.819546949679,11148.312711407974,12785.429043375545,1867.0,62.69283804699592,374.58149871826924,401.70905307899795,429.2914755341892,re_united_kingdom,GBR,5938
406,1877,United Kingdom,29.91,12374.520616380494,11520.928651689523,13244.730298406206,1933.5,64.276910088645,383.1915971174573,411.4648304619422,440.2747074880059,re_united_kingdom,GBR,5923
407,1878,United Kingdom,30.24,12789.22168581131,11893.54459197107,13704.031553436867,2000.0,65.86098213029408,391.8016955166454,421.2206078448864,451.2579394418226,re_united_kingdom,GBR,5879
408,1879,United Kingdom,30.57,13203.922755242125,12266.160532252616,14163.332808467529,2066.5,67.44505417194316,400.4117939158334,430.97638522783063,462.2411713956393,re_united_kingdom,GBR,5786
409,1880,United Kingdom,30.9,13618.62382467294,12638.776472534164,14622.63406349819,2133.0,69.02912621359224,409.0218923150215,440.7321626107748,473.224403349456,re_united_kingdom,GBR,5997
