,individual_wikidata_id,decade,region_name,count_works,occupation
695,Q18350970,1860,France,0.0,Science
696,Q677722,1820,France,1.0,Theater
697,Q677722,1820,France,1.0,Written work
698,Q16318909,1850,Eastern Europe,0.0,Architecture
699,Q11000668,1820,Low countries,0.0,Written work
700,Q14970303,1870,Eastern Europe,0.0,Science
701,Q1387276,1860,France,13.0,Science
702,Q15877330,1860,Low countries,24.0,Work of art
703,Q1963546,1870,Eastern Europe,0.0,Written work
704,Q1225667,1850,Eastern Europe,0.0,Written work
705,Q86429277,1840,France,1.0,Work of art
706,Q15812360,1840,Italy,0.0,Work of art
707,Q105236401,1870,Eastern Europe,0.0,Written work
708,Q22978074,1810,France,0.0,Theater
709,Q22978074,1810,France,0.0,Written work
711,Q110081792,1850,Italy,0.0,Work of art
712,Q42899214,1820,Nordic countries,1.0,Written work
713,Q17121923,1870,United Kingdom,4.0,Sculpture
714,Q25498237,1880,Eastern Europe,0.0,Written work
715,Q101142232,1870,Eastern Europe,0.0,Theater
716,Q47518059,1850,France,0.0,Written work
717,Q59601600,1880,Eastern Europe,0.0,Music
718,Q4992094,1850,Eastern Europe,0.0,Written work
719,Q25930326,1820,Italy,0.0,Work of art
720,Q4317486,1860,Eastern Europe,2.0,Written work
721,Q3836918,1830,Italy,0.0,Written work
722,Q21005930,1830,France,3.0,Work of art
723,Q3260718,1820,France,3.0,Work of art
726,Q90315249,1840,Italy,0.0,Theater
727,Q90315249,1840,Italy,0.0,Written work
729,Q110214003,1840,France,2.0,Work of art
730,Q42297510,1870,France,0.0,Work of art
732,Q2337389,1840,United Kingdom,2.0,Science
734,Q1453466,1810,United Kingdom,0.0,Science
735,Q1974901,1860,France,3.0,Theater
736,Q156386,1880,France,150.0,Work of art
738,Q633167,1870,United Kingdom,21.0,Science
740,Q935877,1870,United Kingdom,595.0,Work of art
741,Q3587962,1820,France,0.0,Written work
743,Q32227,1840,France,0.0,Science
745,Q4357003,1850,Nordic countries,0.0,Architecture
746,Q103936833,1870,France,2.0,Work of art
748,Q467962,1810,France,4.0,Science
751,Q176492,1830,Eastern Europe,0.0,Work of art
752,Q965996,1840,Eastern Europe,0.0,Music
754,Q965996,1840,Eastern Europe,0.0,Written work
755,Q2685183,1840,Low countries,0.0,Music
756,Q3749838,1840,Italy,1.0,Science
758,Q17120470,1850,Nordic countries,0.0,Science
759,Q19587733,1840,Low countries,2.0,Work of art
760,Q19587733,1840,Low countries,2.0,Sculpture
761,Q16498596,1820,Nordic countries,0.0,Written work
763,Q96216029,1810,Italy,0.0,Written work
764,Q5727465,1850,United Kingdom,0.0,Written work
765,Q4064332,1880,Eastern Europe,0.0,Architecture
766,Q4055614,1870,Eastern Europe,0.0,Science
767,Q4844766,1820,Eastern Europe,0.0,Science
768,Q4844766,1820,Eastern Europe,0.0,Written work
769,Q60218017,1860,Eastern Europe,0.0,Work of art
770,Q513978,1850,Eastern Europe,0.0,Music
773,Q22002332,1850,Low countries,2.0,Work of art
774,Q9354113,1850,France,2.0,Work of art
775,Q55844432,1880,Eastern Europe,0.0,Science
776,Q76402386,1830,Italy,0.0,Music
778,Q18912515,1850,United Kingdom,2.0,Work of art
779,Q18912515,1850,United Kingdom,2.0,Architecture
780,Q111551012,1860,France,0.0,Theater
781,Q111551012,1860,France,0.0,Written work
782,Q16065986,1840,United Kingdom,7.0,Work of art
783,Q25452915,1860,Eastern Europe,0.0,Written work
784,Q3769594,1880,Italy,0.0,Science
786,Q27767381,1860,France,2.0,Science
787,Q24003230,1870,Eastern Europe,0.0,Work of art
788,Q19859219,1870,France,0.0,Work of art
789,Q11919364,1820,Eastern Europe,2.0,Work of art
790,Q849389,1850,Eastern Europe,3.0,Science
791,Q19517893,1820,Italy,0.0,Work of art
792,Q8014098,1810,United Kingdom,0.0,Music
795,Q3720447,1820,Italy,0.0,Music
796,Q4982446,1870,Nordic countries,0.0,Music
798,Q21462710,1860,United Kingdom,0.0,Work of art
799,Q78901922,1850,Eastern Europe,0.0,Sculpture
800,Q911815,1860,Eastern Europe,0.0,Work of art
801,Q1003700,1880,Eastern Europe,0.0,Written work
802,Q94693519,1870,Italy,0.0,Science
804,Q610240,1830,France,7.0,Written work
805,Q5726903,1830,United Kingdom,16.0,Work of art
806,Q3761055,1830,Italy,0.0,Work of art
807,Q182509,1830,Low countries,0.0,Written work
808,Q3189016,1870,France,0.0,Sculpture
809,Q3426742,1850,Nordic countries,0.0,Science
810,Q93944284,1840,Italy,0.0,Written work
811,Q458559,1860,France,21.0,Written work
813,Q21463173,1840,United Kingdom,1.0,Work of art
814,Q1357191,1840,France,17.0,Work of art
816,Q730672,1850,Italy,0.0,Sculpture
817,Q19325924,1830,United Kingdom,0.0,Written work
818,Q2937530,1840,Italy,0.0,Work of art
819,Q41261637,1860,Low countries,1.0,Work of art
820,Q352908,1830,United Kingdom,7.0,Science
821,Q11865789,1870,Eastern Europe,0.0,Music
823,Q872668,1820,Eastern Europe,0.0,Written work
824,Q4442714,1830,Eastern Europe,0.0,Science
825,Q6136814,1810,United Kingdom,0.0,Science
827,Q139549,1850,Nordic countries,205.0,Written work
829,Q16945065,1880,France,0.0,Work of art
830,Q64993002,1860,Eastern Europe,1.0,Work of art
831,Q602493,1860,France,0.0,Theater
832,Q47526416,1830,Nordic countries,0.0,Work of art
834,Q6244182,1840,Nordic countries,0.0,Music
836,Q16873041,1870,France,0.0,Work of art
837,Q12290581,1880,Eastern Europe,0.0,Written work
838,Q43193761,1870,France,0.0,Sculpture
839,Q104771157,1810,Low countries,0.0,Written work
840,Q30096041,1880,Italy,1.0,Work of art
841,Q77219,1840,Eastern Europe,2.0,Science
843,Q77219,1840,Eastern Europe,2.0,Written work
845,Q3647371,1810,Nordic countries,0.0,Science
846,Q2618977,1870,France,2.0,Science
847,Q18547879,1870,Eastern Europe,0.0,Science
848,Q991739,1880,Italy,0.0,Science
849,Q991739,1880,Italy,0.0,Written work
850,Q6036803,1820,Nordic countries,0.0,Music
854,Q61199460,1850,Eastern Europe,0.0,Music
855,Q6015981,1870,Nordic countries,0.0,Science
856,Q3620334,1870,Italy,0.0,Architecture
857,Q3620334,1870,Italy,0.0,Science
858,Q28657483,1830,Eastern Europe,1.0,Written work
859,Q18011876,1870,France,0.0,Written work
860,Q1003646,1840,Eastern Europe,0.0,Science
861,Q4949748,1850,Nordic countries,0.0,Theater
862,Q4949748,1850,Nordic countries,0.0,Music
863,Q12325030,1860,Nordic countries,2.0,Work of art
864,Q64685867,1860,United Kingdom,0.0,Written work
865,Q10859908,1840,Italy,0.0,Architecture
866,Q21542332,1850,Italy,0.0,Music
867,Q18274630,1880,Nordic countries,2.0,Written work
868,Q21388760,1870,France,0.0,Science
869,Q12878335,1880,Eastern Europe,0.0,Science
870,Q16063948,1850,Eastern Europe,0.0,Architecture
871,Q18507690,1850,France,30.0,Work of art
873,Q18507690,1850,France,30.0,Sculpture
874,Q6133493,1860,United Kingdom,0.0,Music
876,Q110081337,1810,Low countries,0.0,Work of art
877,Q1593119,1860,France,7.0,Work of art
878,Q8006455,1850,United Kingdom,2.0,Sculpture
879,Q3386828,1850,France,3.0,Sculpture
880,Q3619120,1870,Italy,0.0,Science
881,Q1099754,1850,Eastern Europe,0.0,Written work
882,Q105952619,1840,France,0.0,Work of art
883,Q96440169,1860,Italy,0.0,Science
885,Q24700852,1840,France,0.0,Theater
886,Q3271450,1880,France,0.0,Architecture
887,Q3271450,1880,France,0.0,Science
888,Q12769408,1870,Eastern Europe,20.0,Work of art
889,Q21390059,1870,United Kingdom,0.0,Science
890,Q2959391,1830,France,0.0,Written work
891,Q1340473,1850,France,0.0,Work of art
892,Q21462830,1840,United Kingdom,1.0,Work of art
893,Q29011471,1870,Low countries,1.0,Work of art
894,Q23779964,1870,Eastern Europe,1.0,Work of art
895,Q18511881,1810,France,1.0,Work of art
896,Q18578357,1880,France,40.0,Sculpture
897,Q21072245,1880,France,0.0,Written work
898,Q60040406,1880,Eastern Europe,0.0,Written work
900,Q19585947,1840,United Kingdom,0.0,Written work
901,Q3568447,1820,United Kingdom,0.0,Science
902,Q5491827,1870,Italy,4.0,Sculpture
903,Q27077783,1850,Low countries,1.0,Work of art
904,Q20184460,1880,Italy,3.0,Work of art
905,Q20184460,1880,Italy,3.0,Sculpture
906,Q2857115,1870,France,0.0,Work of art
907,Q177565,1830,France,1.0,Work of art
908,Q177565,1830,France,1.0,Theater
909,Q177565,1830,France,1.0,Written work
910,Q725646,1860,Eastern Europe,1.0,Written work
912,Q12877610,1850,Eastern Europe,0.0,Written work
913,Q95243742,1870,Eastern Europe,0.0,Work of art
914,Q29020971,1840,Low countries,0.0,Work of art
915,Q822307,1860,France,0.0,Written work
916,Q3619724,1840,Italy,0.0,Science
917,Q4181542,1870,Eastern Europe,0.0,Science
918,Q56327434,1860,Italy,0.0,Sculpture
919,Q18516564,1820,Low countries,3.0,Work of art
920,Q6257253,1840,United Kingdom,0.0,Written work
922,Q679861,1830,United Kingdom,9.0,Science
923,Q2505245,1810,United Kingdom,0.0,Work of art
924,Q537102,1870,Italy,2.0,Work of art
925,Q537102,1870,Italy,2.0,Sculpture
926,Q4072608,1880,Eastern Europe,0.0,Science
927,Q106520521,1880,Nordic countries,0.0,Written work
928,Q5724751,1850,United Kingdom,0.0,Music
929,Q38038182,1840,Low countries,0.0,Work of art
930,Q95176332,1860,Eastern Europe,0.0,Work of art
931,Q95176332,1860,Eastern Europe,0.0,Architecture
932,Q95176332,1860,Eastern Europe,0.0,Science
933,Q3771077,1830,Italy,0.0,Work of art
934,Q12298452,1860,Nordic countries,0.0,Written work
935,Q27503377,1860,Low countries,1.0,Work of art
936,Q3340846,1840,France,0.0,Work of art
937,Q3340846,1840,France,0.0,Sculpture
938,Q19614622,1870,Eastern Europe,0.0,Architecture
939,Q7015813,1860,Eastern Europe,0.0,Music
940,Q7015813,1860,Eastern Europe,0.0,Written work
941,Q17133055,1860,Eastern Europe,0.0,Written work
942,Q349485,1850,France,0.0,Science
943,Q349485,1850,France,0.0,Written work
944,Q90404530,1860,United Kingdom,0.0,Work of art
946,Q46885257,1880,United Kingdom,0.0,Music
947,Q95333977,1870,Eastern Europe,0.0,Work of art
948,Q3083783,1830,France,0.0,Work of art
950,Q602895,1870,United Kingdom,0.0,Science
951,Q18649109,1880,Low countries,4.0,Work of art
952,Q18529366,1820,Eastern Europe,0.0,Written work
953,Q28971600,1850,Italy,0.0,Music
954,Q2423480,1840,Low countries,0.0,Written work
955,Q5484798,1880,Eastern Europe,0.0,Science
956,Q18527025,1840,United Kingdom,2.0,Work of art
957,Q29556545,1860,Low countries,0.0,Sculpture
958,Q2059452,1840,Eastern Europe,4.0,Theater
959,Q2059452,1840,Eastern Europe,4.0,Written work
962,Q1353215,1860,Low countries,0.0,Written work
963,Q3588052,1850,France,1.0,Work of art
964,Q53502797,1840,Low countries,0.0,Work of art
966,Q946710,1850,Italy,0.0,Music
968,Q23891729,1860,Eastern Europe,0.0,Written work
969,Q15407106,1850,France,0.0,Work of art
971,Q4387074,1850,Low countries,0.0,Architecture
972,Q5546247,1860,United Kingdom,0.0,Written work
973,Q5712150,1840,Nordic countries,0.0,Written work
974,Q28537433,1860,France,0.0,Work of art
975,Q20738874,1850,United Kingdom,2.0,Work of art
977,Q20669072,1870,France,2.0,Written work
978,Q46345774,1870,Eastern Europe,1.0,Work of art
979,Q4074504,1860,Eastern Europe,0.0,Science
980,Q41332095,1870,Low countries,2.0,Work of art
982,Q108528532,1860,France,0.0,Architecture
983,Q3121086,1840,France,0.0,Written work
984,Q2833604,1820,France,0.0,Science
985,Q2833604,1820,France,0.0,Written work
986,Q983695,1880,France,0.0,Architecture
987,Q2643727,1840,France,2.0,Written work
988,Q8189299,1830,Eastern Europe,0.0,Written work
989,Q6093157,1860,Nordic countries,0.0,Music
991,Q50413975,1820,Nordic countries,0.0,Work of art
992,Q4235219,1840,Eastern Europe,0.0,Science
993,Q3929041,1860,Italy,1.0,Work of art
994,Q1699096,1860,Italy,1.0,Sculpture
995,Q75244,1860,Italy,4.0,Science
996,Q5544437,1840,Nordic countries,1.0,Written work
997,Q27477928,1840,United Kingdom,0.0,Sculpture
998,Q64521933,1880,United Kingdom,0.0,Theater
999,Q4491206,1820,Eastern Europe,0.0,Science
1000,Q98640332,1880,Italy,0.0,Music
1002,Q55903608,1860,Eastern Europe,0.0,Science
1003,Q27732117,1830,Italy,0.0,Music
1004,Q7940635,1870,Eastern Europe,0.0,Music
1007,Q4219356,1870,Eastern Europe,0.0,Architecture
1008,Q988921,1850,Eastern Europe,0.0,Music
1011,Q2651095,1840,France,0.0,Music
1012,Q26218371,1860,Low countries,0.0,Work of art
1013,Q43292469,1830,Low countries,0.0,Theater
1014,Q43292469,1830,Low countries,0.0,Written work
1015,Q3383384,1810,France,0.0,Work of art
1016,Q4735348,1860,Low countries,0.0,Science
1017,Q148475,1830,France,1148.0,Work of art
1020,Q91434085,1880,France,0.0,Work of art
1021,Q91434085,1880,France,0.0,Architecture
1022,Q60816951,1880,Eastern Europe,0.0,Music
1024,Q1342833,1870,Eastern Europe,1.0,Sculpture
1025,Q6218405,1880,Nordic countries,0.0,Science
1026,Q2604247,1820,Eastern Europe,0.0,Written work
1027,Q61475886,1820,Italy,0.0,Science
1028,Q110424746,1850,United Kingdom,0.0,Music
1029,Q2503802,1840,Low countries,11.0,Work of art
1030,Q3762217,1840,Eastern Europe,0.0,Sculpture
1031,Q3762217,1840,Eastern Europe,0.0,Architecture
1032,Q552619,1850,France,11.0,Written work
1033,Q95069007,1880,Eastern Europe,0.0,Science
1034,Q11994529,1840,Nordic countries,0.0,Architecture
1035,Q376367,1810,United Kingdom,1.0,Science
1036,Q110082390,1820,France,0.0,Work of art
1038,Q180459,1830,Eastern Europe,0.0,Written work
1039,Q3189320,1810,France,1.0,Science
1040,Q22924702,1880,Eastern Europe,0.0,Written work
1041,Q15994394,1850,United Kingdom,0.0,Science
1042,Q3472951,1840,Italy,10.0,Sculpture
1043,Q5615777,1840,Nordic countries,81.0,Work of art
1044,Q39900747,1870,France,0.0,Work of art
1045,Q18671145,1880,United Kingdom,0.0,Written work
1046,Q42178154,1830,Nordic countries,1.0,Work of art
1047,Q50791255,1840,United Kingdom,0.0,Sculpture
1048,Q50791255,1840,United Kingdom,0.0,Work of art
1049,Q320892,1880,United Kingdom,4.0,Science
1050,Q38088144,1860,Low countries,0.0,Work of art
1051,Q21462648,1860,United Kingdom,2.0,Work of art
1052,Q326390,1880,Nordic countries,0.0,Science
1053,Q5549757,1850,United Kingdom,0.0,Written work
1054,Q1365222,1860,Eastern Europe,0.0,Written work
1055,Q21027923,1880,France,0.0,Music
1056,Q3271523,1860,France,0.0,Sculpture
1057,Q3335939,1840,Eastern Europe,0.0,Written work
1058,Q18331738,1830,Eastern Europe,0.0,Music
1060,Q3148161,1860,Low countries,0.0,Science
1061,Q95290501,1880,Eastern Europe,0.0,Science
1062,Q2959732,1830,France,38.0,Written work
1065,Q55225598,1850,Italy,0.0,Written work
1066,Q45322147,1840,Nordic countries,0.0,Work of art
1067,Q98822319,1860,France,0.0,Work of art
1068,Q5959583,1820,Nordic countries,0.0,Written work
1069,Q20936578,1850,France,0.0,Sculpture
1070,Q16617644,1870,Eastern Europe,0.0,Science
1071,Q354373,1810,France,3.0,Theater
1072,Q354373,1810,France,3.0,Written work
1073,Q3092380,1870,France,0.0,Science
1074,Q3048610,1860,United Kingdom,0.0,Architecture
1075,Q16858155,1840,United Kingdom,1.0,Written work
1077,Q102277226,1840,France,0.0,Music
1078,Q3163836,1850,France,7.0,Work of art
1079,Q22087389,1860,Italy,0.0,Music
1081,Q28792139,1860,Eastern Europe,1.0,Written work
1083,Q96196883,1880,Eastern Europe,0.0,Architecture
1084,Q2871558,1860,France,5.0,Sculpture
1085,Q51566554,1860,Eastern Europe,5.0,Work of art
1086,Q1984784,1860,Eastern Europe,13.0,Written work
1088,Q2994835,1820,France,1.0,Work of art
1089,Q6698452,1840,United Kingdom,0.0,Written work
1091,Q3849145,1860,Italy,0.0,Music
1093,Q55464623,1870,Eastern Europe,2.0,Work of art
1094,Q3092618,1880,France,1.0,Science
1095,Q61053986,1880,France,1.0,Science
1096,Q352617,1840,Eastern Europe,0.0,Written work
1098,Q18671102,1850,United Kingdom,0.0,Work of art
1099,Q768659,1840,Eastern Europe,0.0,Written work
1100,Q16912217,1840,Low countries,1.0,Sculpture
1101,Q2528019,1850,Low countries,0.0,Written work
1102,Q106692737,1880,France,0.0,Work of art
1103,Q12330094,1830,Nordic countries,0.0,Architecture
1104,Q99463148,1820,United Kingdom,0.0,Written work
1105,Q8018139,1870,United Kingdom,29.0,Science
1107,Q3886060,1870,Italy,0.0,Music
1109,Q87196,1860,Italy,0.0,Written work
1110,Q78058775,1840,France,0.0,Work of art
1111,Q1350654,1840,Eastern Europe,0.0,Music
1114,Q11729319,1860,Eastern Europe,0.0,Written work
1115,Q3057004,1860,France,0.0,Written work
1117,Q63527,1860,France,28.0,Work of art
1118,Q21294599,1870,France,0.0,Written work
1119,Q16199154,1880,Italy,0.0,Work of art
1120,Q21289938,1850,Low countries,0.0,Work of art
1122,Q2910905,1840,France,1.0,Written work
1123,Q440380,1830,Italy,0.0,Science
1124,Q2871216,1820,France,0.0,Architecture
1125,Q52154971,1860,France,0.0,Work of art
1126,Q40759287,1830,Nordic countries,0.0,Work of art
1127,Q4723139,1880,France,3.0,Science
1128,Q4723139,1880,France,3.0,Written work
1129,Q95072245,1870,Eastern Europe,0.0,Music
1130,Q5040231,1810,Nordic countries,0.0,Music
1131,Q96483153,1830,Nordic countries,0.0,Written work
1132,Q1634213,1850,Italy,0.0,Science
1133,Q83154557,1880,France,0.0,Science
1134,Q83154557,1880,France,0.0,Written work
1135,Q3658991,1870,Italy,0.0,Music
1136,Q72605357,1850,United Kingdom,0.0,Theater
1137,Q3784421,1830,Low countries,0.0,Science
1139,Q50940196,1840,United Kingdom,0.0,Sculpture
1140,Q22667912,1860,Eastern Europe,0.0,Music
1141,Q16888455,1860,Eastern Europe,0.0,Written work
1142,Q64512551,1850,France,0.0,Science
1143,Q49098187,1840,France,0.0,Work of art
1144,Q13137807,1860,Low countries,0.0,Written work
1145,Q5897986,1870,Nordic countries,7.0,Work of art
1146,Q4521601,1810,Eastern Europe,10.0,Work of art
1147,Q56631198,1850,Italy,1.0,Sculpture
1148,Q109885761,1850,France,0.0,Work of art
1149,Q4210077,1870,Eastern Europe,0.0,Science
1150,Q377614,1850,United Kingdom,0.0,Science
1151,Q55804282,1860,Low countries,6.0,Work of art
1153,Q5768800,1850,United Kingdom,0.0,Science
1154,Q95214629,1880,Eastern Europe,0.0,Music
1155,Q58235871,1820,France,3.0,Work of art
1156,Q58235871,1820,France,3.0,Sculpture
1158,Q16954151,1860,United Kingdom,0.0,Written work
1159,Q20619873,1820,United Kingdom,0.0,Written work
1160,Q94694170,1870,Eastern Europe,0.0,Written work
1162,Q15831369,1860,Eastern Europe,6.0,Written work
1163,Q1251611,1820,Italy,0.0,Work of art
1164,Q56036025,1870,Low countries,0.0,Written work
1165,Q5162365,1870,United Kingdom,1.0,Work of art
1166,Q107010508,1870,Italy,0.0,Science
1167,Q327015,1830,Eastern Europe,206.0,Written work
1169,Q28105291,1830,France,0.0,Science
1170,Q500379,1820,Low countries,92.0,Work of art
1171,Q23011083,1860,Nordic countries,2.0,Sculpture
1172,Q3059654,1860,France,1.0,Sculpture
1173,Q110017506,1870,France,0.0,Work of art
1174,Q26838318,1880,France,0.0,Music
1175,Q49121204,1860,Italy,0.0,Written work
1176,Q7343962,1830,United Kingdom,0.0,Work of art
1177,Q919432,1870,France,0.0,Science
1178,Q19945121,1840,France,0.0,Theater
1179,Q1174087,1820,United Kingdom,100.0,Work of art
1180,Q465000,1860,United Kingdom,3.0,Work of art
1181,Q465000,1860,United Kingdom,3.0,Written work
1182,Q3163756,1850,France,4.0,Work of art
1183,Q3292714,1850,France,0.0,Work of art
1184,Q5443805,1810,Eastern Europe,0.0,Science
1185,Q4020110,1830,United Kingdom,2.0,Written work
1186,Q18563152,1860,Low countries,2.0,Work of art
1187,Q3267023,1840,United Kingdom,0.0,Science
1188,Q15068459,1870,Eastern Europe,0.0,Written work
1189,Q3131532,1850,France,0.0,Written work
1190,Q20822070,1880,France,0.0,Architecture
1191,Q1597392,1880,Eastern Europe,0.0,Science
1193,Q1597392,1880,Eastern Europe,0.0,Written work
1194,Q21154224,1820,Eastern Europe,0.0,Science
1195,Q47009745,1830,United Kingdom,0.0,Architecture
1196,Q5950323,1870,Nordic countries,0.0,Written work
1197,Q61787767,1840,Italy,0.0,Written work
1198,Q28361459,1850,United Kingdom,0.0,Written work
1199,Q16512537,1850,Eastern Europe,0.0,Written work
1200,Q5605578,1820,Nordic countries,3.0,Work of art
1202,Q98416971,1830,France,0.0,Sculpture
1203,Q368697,1810,Eastern Europe,0.0,Written work
1206,Q15970296,1860,France,1.0,Work of art
1207,Q20012,1830,Low countries,2.0,Science
1211,Q17376084,1880,Eastern Europe,0.0,Theater
1212,Q17376084,1880,Eastern Europe,0.0,Written work
1214,Q5541104,1850,United Kingdom,0.0,Music
