,N_est,lower,upper,decade,region
1715,2237.293928819065,2110.917775556973,2368.2648416569027,1640,Low countries
1716,1907.8842099109936,1800.1307177531005,2017.4358544379616,1650,Low countries
1717,2696.230706079364,2547.523930412172,2849.9858576644046,1660,Low countries
1718,1836.3871668412924,1736.1602505951898,1940.6027579596227,1670,Low countries
1719,2136.1671802543337,2019.4386071359377,2255.4813117325302,1680,Low countries
1720,1351.1247115005638,1277.5523821624856,1426.0761942506872,1690,Low countries
1721,1481.1487326416948,1401.012776386773,1563.4142707101091,1700,Low countries
1722,992.709624367069,939.1302724030216,1047.9501271515896,1710,Low countries
1723,1258.9449996880558,1190.7543903568078,1329.4703950779772,1720,Low countries
1724,1203.8118131216709,1139.092395141141,1271.778154693002,1730,Low countries
1725,1346.6915503301798,1274.034478948087,1422.6853464820451,1740,Low countries
1726,925.0003899252832,874.9155708324594,977.8622535862096,1750,Low countries
1727,1456.914619874336,1377.8604885040502,1541.2313575396377,1760,Low countries
1728,1366.0253921055007,1291.587312564151,1445.0797410850014,1770,Low countries
1729,1953.126912817079,1847.220177331664,2064.9998275308594,1780,Low countries
1730,1723.17296804616,1630.099080978618,1820.892685835548,1790,Low countries
1731,1949.37606711666,1844.2171720558151,2058.683185912832,1800,Low countries
1732,1689.0794827500197,1598.612503304605,1782.448726451953,1810,Low countries
1733,2478.542539440107,2348.006646558906,2614.5437401905137,1820,Low countries
1734,2773.2367258216123,2630.9633220766605,2922.604594910792,1830,Low countries
1735,5590.032339559118,5305.332151005761,5887.7273729813205,1840,Low countries
1736,5805.268654339225,5510.069150690408,6112.20253872278,1850,Low countries
1737,7716.402686039641,7321.403124628792,8118.713841985529,1860,Low countries
1738,7035.652881195175,6665.822964685849,7413.150789210122,1870,Low countries
1739,9359.430179258368,8850.929602475728,9892.690139719023,1880,Low countries
1740,6.563382281117509,5.133179236492711,8.086733356823938,590,Nordic countries
1741,7.839167559647523,6.565284365176455,9.203079114106822,830,Nordic countries
1742,15.66018527130152,13.120744388061368,18.38938072793852,840,Nordic countries
1743,7.817984912081775,6.554777275725064,9.17723310531404,850,Nordic countries
1744,7.803042580736465,6.546855279784029,9.151580415928477,860,Nordic countries
1745,7.785454964563646,6.531615733110407,9.122811325500296,870,Nordic countries
1746,23.29621061742952,19.53950372492293,27.369466749035865,880,Nordic countries
1747,7.743063274512559,6.494501640858057,9.101106001700614,890,Nordic countries
1748,7.718604272845551,6.464030850920778,9.086866931332713,900,Nordic countries
1749,38.31998915058229,32.05205401501886,45.08728447852924,920,Nordic countries
1750,76.02933776855973,63.61057794608355,89.405886571706,940,Nordic countries
1751,7.570520100071571,6.3389381325181935,8.883913482339537,950,Nordic countries
1752,30.14914075121024,25.281143868871965,35.3978690976893,960,Nordic countries
1753,7.503579556185949,6.30083073706111,8.801820498786553,970,Nordic countries
1754,97.10686417424128,81.72635502353566,113.7633952992239,980,Nordic countries
1755,14.87236184197213,12.548656880914404,17.373197276765968,990,Nordic countries
1756,66.62883865289008,56.37735815014671,77.62859066345337,1000,Nordic countries
1757,36.85592836502205,31.287406214171284,42.89807001114092,1010,Nordic countries
1758,14.68095765462378,12.520229102178902,17.039474478195995,1020,Nordic countries
1759,21.934300391943783,18.790269653192546,25.370105846567707,1030,Nordic countries
1760,43.70636712612524,37.543027993036496,50.40889614608277,1040,Nordic countries
1761,7.259701817086253,6.256229083399445,8.327100430002035,1050,Nordic countries
1762,14.406048941677485,12.522209118533144,16.38383294608677,1080,Nordic countries
1763,7.191018659976052,6.268491260306209,8.154893227483283,1090,Nordic countries
1764,7.182991805617284,6.274637071571251,8.120277562733893,1100,Nordic countries
1765,14.394182413959312,12.702764311314342,16.188445239542872,1140,Nordic countries
