region_code,region,country_name,iso_a3,country_code_old,min_date,max_date,min_latitude,max_latitude,min_longitude,max_longitude,space_based
re_africa,Africa,Eritrea,ERI,,-800.0,1900.0,,,,,0
re_africa,Africa,Ethiopia,ETH,,-800.0,1900.0,,,,,0
re_africa,Africa,Djibouti,DJI,,-800.0,1900.0,,,,,0
re_africa,Africa,Somaliland,SOL,,-800.0,1900.0,,,,,0
re_africa,Africa,Uganda,UGA,,-800.0,1900.0,,,,,0
re_africa,Africa,Rwanda,RWA,,-800.0,1900.0,,,,,0
re_africa,Africa,S. Sudan,SSD,,-800.0,1900.0,,,,,0
re_south_america,South America,Argentina,ARG,,-800.0,1900.0,,,,,0
re_south_america,South America,Chile,CHL,,-800.0,1900.0,,,,,0
re_south_america,South America,Falkland Is.,FLK,,-800.0,1900.0,,,,,0
re_south_america,South America,Uruguay,URY,,-800.0,1900.0,,,,,0
re_south_america,South America,Brazil,BRA,,-800.0,1900.0,,,,,0
re_south_america,South America,Bolivia,BOL,,-800.0,1900.0,,,,,0
re_south_america,South America,Peru,PER,,-800.0,1900.0,,,,,0
re_south_america,South America,Colombia,COL,,-800.0,1900.0,,,,,0
re_south_america,South America,Venezuela,VEN,,-800.0,1900.0,,,,,0
re_south_america,South America,Guyana,GUY,,-800.0,1900.0,,,,,0
re_south_america,South America,Suriname,SUR,,-800.0,1900.0,,,,,0
re_south_america,South America,Ecuador,ECU,,-800.0,1900.0,,,,,0
re_south_america,South America,Paraguay,PRY,,-800.0,1900.0,,,,,0
re_north_america,North America,Canada,CAN,,-800.0,1900.0,,,,,0
re_north_america,North America,United States of America,USA,,-800.0,1900.0,,,,,0
re_north_america,North America,Haiti,HTI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Dominican Rep.,DOM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Bahamas,BHS,,-800.0,1900.0,,,,,0
re_north_america,North America,Greenland,GRL,,-800.0,1900.0,,,,,0
re_central_america,Central America,Mexico,MEX,,-800.0,1900.0,,,,,0
re_central_america,Central America,Panama,PAN,,-800.0,1900.0,,,,,0
re_central_america,Central America,Costa Rica,CRI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Nicaragua,NIC,,-800.0,1900.0,,,,,0
re_central_america,Central America,Honduras,HND,,-800.0,1900.0,,,,,0
re_central_america,Central America,El Salvador,SLV,,-800.0,1900.0,,,,,0
re_central_america,Central America,Guatemala,GTM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Belize,BLZ,,-800.0,1900.0,,,,,0
re_central_america,Central America,Puerto Rico,PRI,,-800.0,1900.0,,,,,0
re_central_america,Central America,Jamaica,JAM,,-800.0,1900.0,,,,,0
re_central_america,Central America,Cuba,CUB,,-800.0,1900.0,,,,,0
re_central_america,Central America,Trinidad and Tobago,TTO,,-800.0,1900.0,,,,,0
